,endo00.txt,endo03.txt,endo06.txt,endo09.txt,endo12.txt,endo15.txt,endo18.txt,ovary00.txt,ovary03.txt,ovary06.txt,ovary09.txt,ovary12.txt,ovary15.txt,ovary18.txt,ovid00.txt,ovid03.txt,ovid06.txt,ovid09.txt,ovid12.txt,ovid15.txt,ovid18.txt
ENSSSCG00000004361,0.186714323608879,0.127830569317768,0.24907876461657,1.48861596028966,0.143937576574496,0,0.114351405612997,28.2675149963447,0.76234901486971,1.74474456529064,2.97882820939053,4.92270862629327,2.00877114602358,1.04182121933983,3.18628959876441,3.65006960177356,0.300849365581442,0.063632851239588,0.202468878285944,0.324049233491847,0.724303367573886
ENSSSCG00000004349,34.1687212204249,29.1134121621218,60.1836565004786,50.7167995773103,34.2931276188736,31.4287779979748,33.8480160614472,37.7017981263747,60.5686292313984,37.8027989146306,30.7161138312565,47.090816481711,28.3087933726656,31.5234936690569,26.4006852469051,26.4132309364705,22.744212037957,16.5445413222929,21.7654044157389,27.7798570166193,25.6955242305974
ENSSSCG00000004272,41.1082702478882,37.7100179487417,48.9439772471559,52.4131293925241,46.2039620804131,50.9192373860158,48.0847660602653,33.5676740581593,46.2745852025914,70.9529456551528,56.9884019730943,72.3545286770274,36.1950800940915,35.6907785464162,41.4567789553523,35.3724926862783,39.8023710664247,42.3476624999458,40.7974789746176,42.2736954600728,39.905666489666
ENSSSCG00000037594,140.907076216834,99.7717593525183,124.570517153862,171.813976998083,30.3348442630749,186.264153339519,132.018697780205,128.193180508423,155.29049432896,112.788043120677,78.6703646775106,147.867021378469,115.095146774018,199.25670998277,167.787909420649,248.171550469677,168.084540550352,108.653093491597,262.467155884678,164.410797465273,142.480819592749
ENSSSCG00000044472,0.311190539348132,0.735025773577169,0.996315058466278,1.17704517790345,0.791656671159726,0.560639271737221,0.171527108419496,1.23670378109008,0.076234901486971,1.78351666674155,2.39282921737928,5.10847121596471,0.297595725336826,1.14264262766304,0.070028342829987,0,0,0.063632851239588,0,0,0.482868911715924
ENSSSCG00000004261,0.746857294435516,0.671110488918285,1.49447258769942,1.17704517790345,0.683703488728854,0.857448297951044,0.543169176661737,0.918694237381202,0.571761761152282,0.581581521763548,0.732498740014065,0.510847121596471,0.446393588005239,0.504107041616048,1.19048182810978,0.497736763878213,0.240679492465153,0.668144938015674,0.944854765334403,0.589180424530631,0.758794004125024
ENSSSCG00000004351,11.9808357649031,11.9202005888819,15.5362879429585,13.7783523766345,5.82947185126707,17.08300839764,15.7233182717871,11.5543467547559,18.1057891031556,19.5023670298043,14.1616423069386,18.2047337878015,14.2101958848335,18.0470320898545,17.7521849074017,16.0934886987289,21.1797953369335,16.0991113636158,19.1333089980217,14.1108711675086,16.07263663283
ENSSSCG00000004262,17.7067416889087,11.7284547349053,18.369558890472,22.640810186731,5.97340942784157,22.9862101412261,15.7519061231904,12.5790441733734,13.9128695213722,15.1598916673031,9.96198286419128,16.022023359162,7.77468832442459,14.283032845788,16.6317314221219,19.5776460458764,19.9162280014914,12.3129567148603,22.744003994121,18.0878390330904,17.9351310065915
ENSSSCG00000038757,6.87731091959371,9.65120798349152,8.03279015888437,9.65869425397241,5.68553427469257,11.9383186099338,6.23215160590835,5.26482466806919,10.444181503715,9.61548115982399,10.2061491108626,27.2142193868665,11.2342386314652,11.4936405488459,8.71852868233338,10.9170263543955,11.9437198135832,11.7720774793238,8.30122400972368,8.10123083729618,6.69118349092066
ENSSSCG00000004353,54.800653979206,58.0989937549258,70.6760994599516,69.1340947139172,42.6415070601943,60.6149989090007,53.8023363409152,41.5179126508812,44.6355348206215,50.054782973116,28.3721178632115,43.5613272779536,45.383348113866,37.4047424879107,41.9119631837472,39.4871166010049,31.6192683226095,27.5212081611218,39.7513897701402,33.2886939859807,61.3243517879224
ENSSSCG00000005284,6.31716794876708,31.2865318405238,4.42114807194411,8.30855419696552,14.0698981101569,14.8074725300007,8.26188905553905,18.3385503538786,43.0346018893951,29.4280250012355,42.2407606741444,31.9976060709062,25.221237722296,14.417461390219,6.51263588318879,6.63649018504284,4.39240073748905,5.91785516528168,2.29464728724069,7.6593455188982,4.96665166336379
ENSSSCG00000004263,16.3997414236465,16.9375504346043,21.3896389114479,18.0711053784,9.49988005391671,17.313859862473,19.3539753999998,10.9536620610836,15.2850977481377,12.0581235512309,8.2528191374918,11.5172805596295,13.689403365494,15.2912469290201,14.7409661657123,17.6862463431392,14.8920435962814,9.09949772726108,13.9703526017301,13.1092644458065,13.7272733473527
ENSSSCG00000021802,16.6175748011902,13.9015744133073,21.2339646835626,22.7100481383724,14.5736796281677,23.3489767288207,15.5517911633676,13.6037415919909,25.9579839563136,23.9611586966582,13.9174760602672,24.5206618366306,16.2561664965241,14.9551755679427,13.2703709662825,14.6666433089447,19.1039347144215,16.8627055784908,22.9127280593593,15.0241008255311,16.2450898155857
